timestamp,K1,K2,K3
00:15,100000.0,0.0,100000.0
00:30,100000.0,0.0,100000.0
00:45,100000.0,0.0,100000.0
01:00,100000.0,0.0,100000.0
01:15,100000.0,0.0,100000.0
01:30,100000.0,0.0,100000.0
01:45,100000.0,0.0,100000.0
02:00,100000.0,0.0,100000.0
02:15,100000.0,0.0,100000.0
02:30,100000.0,0.0,100000.0
02:45,100000.0,0.0,100000.0
03:00,100000.0,0.0,100000.0
03:15,100000.0,0.0,100000.0
03:30,100000.0,0.0,100000.0
03:45,100000.0,0.0,100000.0
04:00,100000.0,0.0,100000.0
04:15,100000.0,0.0,100000.0
04:30,100000.0,0.0,100000.0
04:45,100000.0,0.0,100000.0
05:00,100000.0,0.0,200000.0
05:15,100000.0,0.0,100000.0
05:30,100000.0,0.0,100000.0
05:45,100000.0,0.0,100000.0
06:00,100000.0,0.0,100000.0
06:15,100000.0,0.0,100000.0
06:30,100000.0,0.0,100000.0
06:45,100000.0,0.0,100000.0
07:00,100000.0,0.0,100000.0
07:15,100000.0,0.0,100000.0
